Category	Bytes	MiB	AssetPath
REVIEW_UNREFERENCED_SMALL	176625	0.168	Assets/Naganeupseong/Resource/Textures/Prop/T_Lamp_R.png
REVIEW_UNREFERENCED_SMALL	175694	0.168	Assets/TemplesKor/Textures/T_Sun_Dae_Head_N.png
REVIEW_UNREFERENCED_SMALL	175478	0.167	Assets/TemplesKor/Textures/T_Sun_Kak_Sign_C_N.png
REVIEW_UNREFERENCED_SMALL	174987	0.167	Assets/TemplesKor/Textures/T_Sun_Gate_sign_B/T_Sun_Gate_sign_B_S.png
REVIEW_UNREFERENCED_SMALL	174807	0.167	Assets/Naganeupseong/Resource/Textures/Prop/T_Rice_Soup_N.png
REVIEW_UNREFERENCED_SMALL	174395	0.166	Assets/Naganeupseong/Resource/Textures/Prop/T_Broom01b_R.png
REVIEW_UNREFERENCED_SMALL	174368	0.166	Assets/Naganeupseong/Resource/Textures/Prop/T_Pincers01b_N.png
REVIEW_UNREFERENCED_SMALL	173742	0.166	Assets/TemplesKor/Textures/T_Geumsan_Mi_Sign_S.png
REVIEW_UNREFERENCED_SMALL	173527	0.165	Assets/TemplesKor/Textures/T_Sun_Won_Dori_B_BC.png
REVIEW_UNREFERENCED_SMALL	173170	0.165	Assets/Naganeupseong/Resource/Textures/Prop/T_Rice_Washing_Bowl_BC.png
REVIEW_UNREFERENCED_SMALL	172656	0.165	Assets/Naganeupseong/Resource/Meshes/Prop/Farm_Tool/SM_Irrigation_Bucket.fbx
REVIEW_UNREFERENCED_SMALL	172563	0.165	Assets/TemplesKor/Textures/T_Sun_Toilet_Stone_N.png
REVIEW_UNREFERENCED_SMALL	172231	0.164	Assets/TemplesKor/Textures/T_Sun_Pal_Sign/T_Sun_Pal_Sign_AO.png
REVIEW_UNREFERENCED_SMALL	171883	0.164	Assets/Naganeupseong/Resource/Textures/Prop/T_Bibimbap_R.png
REVIEW_UNREFERENCED_SMALL	171013	0.163	Assets/Naganeupseong/Resource/Textures/Prop/T_Strainer_R.png
REVIEW_UNREFERENCED_SMALL	170300	0.162	Assets/TemplesKor/Textures/T_Sun_Gate_sign_B/T_Sun_Gate_sign_B_N.png
REVIEW_UNREFERENCED_SMALL	170180	0.162	Assets/Naganeupseong/Resource/Textures/Prop/T_Meju_R.png
REVIEW_UNREFERENCED_SMALL	170052	0.162	Assets/TemplesKor/Textures/T_Sun_Kak_Stone_N.png
REVIEW_UNREFERENCED_SMALL	170052	0.162	Assets/TemplesKor/Textures/T_Sun_Bul_Stone_N.png
REVIEW_UNREFERENCED_SMALL	169323	0.161	Assets/Naganeupseong/Resource/Textures/Prop/T_Bowl01b_BC.png
REVIEW_UNREFERENCED_SMALL	168180	0.160	Assets/Naganeupseong/Resource/Textures/Prop/T_Pincers01b_BC.png
REVIEW_UNREFERENCED_SMALL	167816	0.160	Assets/TemplesKor/Textures/T_Ssang_Dae_Sign_A_S.png
REVIEW_UNREFERENCED_SMALL	167115	0.159	Assets/Naganeupseong/Resource/Textures/Prop/T_Earthenware_Bowl_R.png
REVIEW_UNREFERENCED_SMALL	167012	0.159	Assets/Naganeupseong/Resource/Textures/Prop/T_Spade_02_MT.png
REVIEW_UNREFERENCED_SMALL	166990	0.159	Assets/TemplesKor/Textures/T_Sun_Bul_Sign_N.png
REVIEW_UNREFERENCED_SMALL	166834	0.159	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Prefabs and FX/PhotoModeRuntimeUIPrefab.prefab
REVIEW_UNREFERENCED_SMALL	166810	0.159	Assets/Naganeupseong/Prefabs/Build/Local_Personnel_Clerks_House_02.prefab
REVIEW_UNREFERENCED_SMALL	164944	0.157	Assets/Naganeupseong/Resource/Textures/Prop/T_Plate_BC.png
REVIEW_UNREFERENCED_SMALL	163793	0.156	Assets/Naganeupseong/Resource/Textures/Prop/T_Spade_02_R.png
REVIEW_UNREFERENCED_SMALL	163565	0.156	Assets/Procedural Worlds/Packages - Install/Gaia/Localization/English/GaiaManagerEditor.English.pwlpk
REVIEW_UNREFERENCED_SMALL	162241	0.155	Assets/TemplesKor/Textures/T_Sun_Kak_Sign_B_S.png
REVIEW_UNREFERENCED_SMALL	161240	0.154	Assets/TemplesKor/Textures/T_Sun_Kak_Sign_B_N.png
REVIEW_UNREFERENCED_SMALL	161189	0.154	Assets/Naganeupseong/Resource/Textures/Prop/T_Scoop_BC.png
REVIEW_UNREFERENCED_SMALL	161127	0.154	Assets/Naganeupseong/Resource/Textures/Prop/T_Broom01a_02_R.png
REVIEW_UNREFERENCED_SMALL	159140	0.152	Assets/TemplesKor/Textures/T_Sun_Pal_Sign/T_Sun_Pal_Sign_S.png
REVIEW_UNREFERENCED_SMALL	158522	0.151	Assets/TemplesKor/Textures/T_Sun_Pal_Sign/T_Sun_Pal_Sign_N.png
REVIEW_UNREFERENCED_SMALL	157193	0.150	Assets/Naganeupseong/Resource/Textures/Prop/T_Cauldron_Lid01a_R.png
REVIEW_UNREFERENCED_SMALL	157134	0.150	Assets/TemplesKor/Textures/T_Sun_Bul_Sign_S.png
REVIEW_UNREFERENCED_SMALL	156818	0.150	Assets/TemplesKor/Textures/SM_Song_Jong_Sign_N.png
REVIEW_UNREFERENCED_SMALL	156207	0.149	Assets/Naganeupseong/Resource/Textures/Prop/T_Seive_Support_R.png
REVIEW_UNREFERENCED_SMALL	154989	0.148	Assets/Naganeupseong/Resource/Textures/Prop/T_Basket01a_R.png
REVIEW_UNREFERENCED_SMALL	154945	0.148	Assets/Naganeupseong/Resource/Textures/Prop/T_Sieve_01_BC.png
REVIEW_UNREFERENCED_SMALL	154730	0.148	Assets/Naganeupseong/Resource/Textures/Prop/T_Pincers01a_R.png
REVIEW_UNREFERENCED_SMALL	154552	0.147	Assets/Naganeupseong/Resource/Textures/Prop/T_Cloth_Roller_R.png
REVIEW_UNREFERENCED_SMALL	153136	0.146	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall02c.fbx
REVIEW_UNREFERENCED_SMALL	152888	0.146	Assets/Naganeupseong/Resource/Textures/Prop/T_Mung_Bean_Pancake_N.png
REVIEW_UNREFERENCED_SMALL	152156	0.145	Assets/Naganeupseong/Resource/Textures/Prop/T_Rice_R.png
REVIEW_UNREFERENCED_SMALL	151422	0.144	Assets/TemplesKor/Textures/SM_Song_Jong_Sign_S.png
REVIEW_UNREFERENCED_SMALL	151051	0.144	Assets/Naganeupseong/Resource/Textures/Prop/T_Basket01b_R.png
REVIEW_UNREFERENCED_SMALL	150242	0.143	Assets/Naganeupseong/Resource/Textures/Prop/T_Korean_Cabbage_N.png
REVIEW_UNREFERENCED_SMALL	150132	0.143	Assets/Naganeupseong/Resource/Textures/Prop/T_Seive_Support_AO.png
REVIEW_UNREFERENCED_SMALL	148915	0.142	Assets/Naganeupseong/Resource/Textures/Prop/T_Straw_Jar02a_R.png
REVIEW_UNREFERENCED_SMALL	148689	0.142	Assets/Naganeupseong/Resource/Textures/Prop/T_Cauldron_Lid01b_R.png
REVIEW_UNREFERENCED_SMALL	148396	0.142	Assets/Naganeupseong/Resource/Textures/Prop/T_Hammer_R.png
REVIEW_UNREFERENCED_SMALL	148172	0.141	Assets/Naganeupseong/Resource/Textures/Prop/T_Spoon_and_Chopsticks_MT.png
REVIEW_UNREFERENCED_SMALL	148145	0.141	Assets/Naganeupseong/Resource/Textures/Prop/T_Basket01a_AO.png
REVIEW_UNREFERENCED_SMALL	145146	0.138	Assets/Naganeupseong/Resource/Textures/Prop/T_Spade_01_R.png
REVIEW_UNREFERENCED_SMALL	144471	0.138	Assets/Naganeupseong/Resource/Textures/Prop/T_Lampstand_R.png
REVIEW_UNREFERENCED_SMALL	143098	0.136	Assets/Naganeupseong/Resource/Textures/Prop/T_Fire_Shovel_R.png
REVIEW_UNREFERENCED_SMALL	141868	0.135	Assets/Naganeupseong/Resource/Textures/Prop/T_Brazer_R.png
REVIEW_UNREFERENCED_SMALL	140779	0.134	Assets/Naganeupseong/Resource/Textures/Prop/T_Bowl01a_N.png
REVIEW_UNREFERENCED_SMALL	140464	0.134	Assets/Naganeupseong/Resource/Textures/Prop/T_Beef_Jerky_R.png
REVIEW_UNREFERENCED_SMALL	139137	0.133	Assets/Naganeupseong/Resource/Textures/Window/T_Window01c_R.png
REVIEW_UNREFERENCED_SMALL	137645	0.131	Assets/Naganeupseong/Resource/Textures/Prop/T_Cauldron01a_AO.png
REVIEW_UNREFERENCED_SMALL	137393	0.131	Assets/Naganeupseong/Resource/Textures/Prop/T_Rice_Soup_BC.png
REVIEW_UNREFERENCED_SMALL	137138	0.131	Assets/TemplesKor/Textures/T_Sun_Won_Dori_B_AO.png
REVIEW_UNREFERENCED_SMALL	137117	0.131	Assets/TemplesKor/Textures/T_Sun_Pal_Pillar_B/T_Sun_Pal_Pillar_B_S.png
REVIEW_UNREFERENCED_SMALL	137061	0.131	Assets/Naganeupseong/Resource/Textures/Prop/T_Mung_Bean_Pancake_BC.png
REVIEW_UNREFERENCED_SMALL	134219	0.128	Assets/Naganeupseong/Resource/Textures/Prop/T_Garlic_R.png
REVIEW_UNREFERENCED_SMALL	134203	0.128	Assets/Naganeupseong/Resource/Textures/Prop/T_Straw_Jar01a_R.png
REVIEW_UNREFERENCED_SMALL	134183	0.128	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/SubGraphs/PW_Water_Normals.shadersubgraph
REVIEW_UNREFERENCED_SMALL	132492	0.126	Assets/TemplesKor/Textures/T_Sun_Pal_Pillar_B/T_Sun_Pal_Pillar_B_N.png
REVIEW_UNREFERENCED_SMALL	132296	0.126	Assets/Naganeupseong/Resource/Textures/Prop/T_Plate_N.png
REVIEW_UNREFERENCED_SMALL	131133	0.125	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/SubGraphs/PW_WaterSurface.shadersubgraph
REVIEW_UNREFERENCED_SMALL	131123	0.125	Assets/Naganeupseong/Resource/Textures/Prop/T_Wooden_Tray_AO.png
REVIEW_UNREFERENCED_SMALL	130352	0.124	Assets/Naganeupseong/Resource/Meshes/Prop/Smithy/SM_Weeding_Hoe.fbx
REVIEW_UNREFERENCED_SMALL	129642	0.124	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Prefabs/Small Farm 1.prefab
REVIEW_UNREFERENCED_SMALL	128752	0.123	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Textures/Wave Normal Textures/Noise_WaterWave_Med_09_N.jpg
REVIEW_UNREFERENCED_SMALL	127025	0.121	Assets/Naganeupseong/Resource/Textures/Prop/T_Rice_Chest_MT.png
REVIEW_UNREFERENCED_SMALL	126562	0.121	Assets/Naganeupseong/Resource/Textures/Prop/T_Haejangguk_N.png
REVIEW_UNREFERENCED_SMALL	126531	0.121	Assets/Naganeupseong/Resource/Textures/Prop/T_Pantry_Chest_02_BC.png
REVIEW_UNREFERENCED_SMALL	125671	0.120	Assets/Naganeupseong/Resource/Textures/Prop/T_Pantry_Chest_02_N.png
REVIEW_UNREFERENCED_SMALL	125297	0.119	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Textures/Wave Normal Textures/Noise_WaterWave_Med_07_N.jpg
REVIEW_UNREFERENCED_SMALL	125098	0.119	Assets/Naganeupseong/Resource/Textures/Prop/T_Kimchi_R.png
REVIEW_UNREFERENCED_SMALL	124990	0.119	Assets/Naganeupseong/Resource/Textures/Prop/T_Small_Dining_Table_AO.png
REVIEW_UNREFERENCED_SMALL	124664	0.119	Assets/Naganeupseong/Prefabs/Build/House_By_The_West_Gate_02.prefab
REVIEW_UNREFERENCED_SMALL	124558	0.119	Assets/Naganeupseong/Resource/Textures/Window/T_Window01e_R.png
REVIEW_UNREFERENCED_SMALL	124300	0.119	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Textures/Wave Normal Textures/Noise_WaterWave_Med_03_N.jpg
REVIEW_UNREFERENCED_SMALL	123871	0.118	Assets/Naganeupseong/Resource/Textures/Window/T_Window01e_AO.png
REVIEW_UNREFERENCED_SMALL	123787	0.118	Assets/Naganeupseong/Resource/Textures/Prop/T_Earthenware_Bowl_AO.png
REVIEW_UNREFERENCED_SMALL	123430	0.118	Assets/Naganeupseong/Resource/Textures/Prop/T_Cauldron_Lid01b_AO.png
REVIEW_UNREFERENCED_SMALL	123241	0.118	Assets/Naganeupseong/Resource/Textures/Prop/T_Cup_N.png
REVIEW_UNREFERENCED_SMALL	122394	0.117	Assets/Naganeupseong/Resource/Textures/Prop/T_Sweet_Potato_BC.png
REVIEW_UNREFERENCED_SMALL	122151	0.116	Assets/Naganeupseong/Resource/Textures/Prop/T_Wooden_Tray_R.png
REVIEW_UNREFERENCED_SMALL	121141	0.116	Assets/Naganeupseong/Resource/Textures/Prop/T_Pillow_R.png
REVIEW_UNREFERENCED_SMALL	120064	0.115	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Textures/Wave Normal Textures/Noise_WaterWave_Med_12_N.jpg
REVIEW_UNREFERENCED_SMALL	118628	0.113	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Textures/Wave Normal Textures/Noise_WaterWave_Med_02_N.jpg
REVIEW_UNREFERENCED_SMALL	118241	0.113	Assets/Naganeupseong/Resource/Textures/Prop/T_Cauldron01b_AO.png
REVIEW_UNREFERENCED_SMALL	117514	0.112	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Prefab/Underwater Particles Effects.prefab
REVIEW_UNREFERENCED_SMALL	117026	0.112	Assets/TemplesKor/Textures/T_Sun_Won_Dori_A_N.png
REVIEW_UNREFERENCED_SMALL	115108	0.110	Assets/Naganeupseong/Resource/Textures/Prop/T_Pestle_R.png
REVIEW_UNREFERENCED_SMALL	114763	0.109	Assets/Naganeupseong/Resource/Textures/Prop/T_Bowl01b_N.png
REVIEW_UNREFERENCED_SMALL	114456	0.109	Assets/Naganeupseong/Resource/Textures/Prop/T_Sieve_01_AO.png
REVIEW_UNREFERENCED_SMALL	114003	0.109	Assets/TemplesKor/Textures/T_Sun_Won_Dori_A_S.png
REVIEW_UNREFERENCED_SMALL	113395	0.108	Assets/Naganeupseong/Resource/Textures/Window/T_Window01c_AO.png
REVIEW_UNREFERENCED_SMALL	112992	0.108	Assets/Naganeupseong/Resource/Textures/Prop/T_Haejangguk_BC.png
REVIEW_UNREFERENCED_SMALL	112090	0.107	Assets/Naganeupseong/Prefabs/Build/Local_Personnel_Clerks_House_03.prefab
REVIEW_UNREFERENCED_SMALL	111604	0.106	Assets/Naganeupseong/Resource/Textures/Prop/T_Scikle_R.png
REVIEW_UNREFERENCED_SMALL	109760	0.105	Assets/Naganeupseong/Resource/Meshes/Prop/Smithy/SM_Chisel.fbx
REVIEW_UNREFERENCED_SMALL	108749	0.104	Assets/Naganeupseong/Resource/Textures/Prop/T_Hammer_MT.png
REVIEW_UNREFERENCED_SMALL	108599	0.104	Assets/Naganeupseong/Resource/Textures/Prop/T_Meju_AO.png
REVIEW_UNREFERENCED_SMALL	108139	0.103	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Extension System/Compatible/VillageExteriorsKit.png
REVIEW_UNREFERENCED_SMALL	107287	0.102	Assets/Naganeupseong/Resource/Textures/Prop/T_Bowl01a_BC.png
REVIEW_UNREFERENCED_SMALL	106778	0.102	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/SubGraphs/PW_WaterFoamMask.shadersubgraph
REVIEW_UNREFERENCED_SMALL	105620	0.101	Assets/Naganeupseong/Resource/Textures/Prop/T_Cup_BC.png
REVIEW_UNREFERENCED_SMALL	105430	0.101	Assets/Naganeupseong/Resource/Textures/Prop/T_Weeding_Hoe_MT.png
REVIEW_UNREFERENCED_SMALL	104996	0.100	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/PW_Details_LitBasic_URP.shadergraph
REVIEW_UNREFERENCED_SMALL	102759	0.098	Assets/Naganeupseong/Resource/Textures/Prop/T_Sieve_01_R.png
REVIEW_UNREFERENCED_SMALL	101724	0.097	Assets/TemplesKor/Textures/T_Ssang_Dae_Stone_BC.png
REVIEW_UNREFERENCED_SMALL	101724	0.097	Assets/TemplesKor/Textures/T_Geumsan_Mi_Stone_BC.png
REVIEW_UNREFERENCED_SMALL	100898	0.096	Assets/Naganeupseong/Resource/Textures/Prop/T_Cup_R.png
REVIEW_UNREFERENCED_SMALL	100580	0.096	Assets/Naganeupseong/Resource/Textures/Prop/T_Rice_Washing_Bowl_R.png
REVIEW_UNREFERENCED_SMALL	99641	0.095	Assets/Naganeupseong/Resource/Textures/Prop/T_Broom01a_01_R.png
REVIEW_UNREFERENCED_SMALL	99056	0.094	Assets/Naganeupseong/Resource/Meshes/Prop/Smithy/SM_Sickle.fbx
REVIEW_UNREFERENCED_SMALL	97639	0.093	Assets/Naganeupseong/Resource/Textures/Prop/T_Sieve_02_N.png
REVIEW_UNREFERENCED_SMALL	97387	0.093	Assets/Naganeupseong/Resource/Textures/Prop/T_Radish_BC.png
REVIEW_UNREFERENCED_SMALL	95340	0.091	Assets/Procedural Worlds/Packages - Install/Gaia/Editor Resources/Kelvin Image.png
REVIEW_UNREFERENCED_SMALL	95223	0.091	Assets/Naganeupseong/Resource/Textures/Prop/T_Bottle_N.png
REVIEW_UNREFERENCED_SMALL	93855	0.090	Assets/Naganeupseong/Resource/Textures/Prop/T_Scoop_MT.png
REVIEW_UNREFERENCED_SMALL	93803	0.089	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Textures/Wave Normal Textures/Noise_WaterWave_Large_09_N.jpg
REVIEW_UNREFERENCED_SMALL	93712	0.089	Assets/Naganeupseong/Resource/Meshes/Prop/Smithy/SM_Bellows.fbx
REVIEW_UNREFERENCED_SMALL	93626	0.089	Assets/Naganeupseong/Resource/Textures/Prop/T_Cup_AO.png
REVIEW_UNREFERENCED_SMALL	93534	0.089	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Textures/Wave Normal Textures/Noise_WaterWave_Med_06_N.jpg
REVIEW_UNREFERENCED_SMALL	93312	0.089	Assets/Naganeupseong/Resource/Meshes/Prop/Smithy/SM_Whetstone.fbx
REVIEW_UNREFERENCED_SMALL	92950	0.089	Assets/Naganeupseong/Resource/Textures/Prop/T_Gourd_BC.png
REVIEW_UNREFERENCED_SMALL	92065	0.088	Assets/Naganeupseong/Resource/Textures/Prop/T_Bowl01b_R.png
REVIEW_UNREFERENCED_SMALL	91667	0.087	Assets/Naganeupseong/Prefabs/Build/Wooden_Bench_House_03.prefab
REVIEW_UNREFERENCED_SMALL	90757	0.087	Assets/Naganeupseong/Resource/Textures/Prop/T_Pincers01b_R.png
REVIEW_UNREFERENCED_SMALL	90587	0.086	Assets/Naganeupseong/Resource/Textures/Prop/T_Cooked_Rice_Bowl_AO.png
REVIEW_UNREFERENCED_SMALL	90434	0.086	Assets/Naganeupseong/Resource/Textures/Prop/T_Bottle_AO.png
REVIEW_UNREFERENCED_SMALL	90096	0.086	Assets/Naganeupseong/Resource/Meshes/Prop/Smithy/SM_Anvil.fbx
REVIEW_UNREFERENCED_SMALL	89115	0.085	Assets/Naganeupseong/Prefabs/Build/Wooden_Bench_House_04.prefab
REVIEW_UNREFERENCED_SMALL	88499	0.084	Assets/Naganeupseong/Resource/Textures/Prop/T_Wicker_Basket_R.png
REVIEW_UNREFERENCED_SMALL	87904	0.084	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Mesh/Water Sample.fbx
REVIEW_UNREFERENCED_SMALL	87885	0.084	Assets/Procedural Worlds/Packages - Install/Gaia Water/Water Prefabs/URP/Gaia Water.prefab
REVIEW_UNREFERENCED_SMALL	87396	0.083	Assets/Naganeupseong/Resource/Textures/Prop/T_Potato_BC.png
REVIEW_UNREFERENCED_SMALL	86416	0.082	Assets/Naganeupseong/Resource/Textures/Prop/T_Basin01b_AO.png
REVIEW_UNREFERENCED_SMALL	86409	0.082	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Extension System/Compatible/VolumetricFog.png
REVIEW_UNREFERENCED_SMALL	85856	0.082	Assets/Naganeupseong/Resource/Textures/Prop/T_Bellows_AO.png
REVIEW_UNREFERENCED_SMALL	85665	0.082	Assets/Naganeupseong/Resource/Textures/Prop/T_Cabinet01b_MT.png
REVIEW_UNREFERENCED_SMALL	85312	0.081	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-MediumItalic.ttf
REVIEW_UNREFERENCED_SMALL	85152	0.081	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-Italic.ttf
REVIEW_UNREFERENCED_SMALL	85148	0.081	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-LightItalic.ttf
REVIEW_UNREFERENCED_SMALL	85148	0.081	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-SemiBoldItalic.ttf
REVIEW_UNREFERENCED_SMALL	85134	0.081	Assets/Naganeupseong/Resource/Textures/Prop/T_Cauldron_Lid01a_MT.png
REVIEW_UNREFERENCED_SMALL	84976	0.081	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-ExtraLightItalic.ttf
REVIEW_UNREFERENCED_SMALL	84656	0.081	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-BoldItalic.ttf
REVIEW_UNREFERENCED_SMALL	84388	0.080	Assets/Procedural Worlds/Packages - Install/Gaia/Localization/English/PWSkyStandaloneEditor.English.pwlpk
REVIEW_UNREFERENCED_SMALL	84388	0.080	Assets/Procedural Worlds/Packages - Install/Gaia/Localization/English/GaiaLightingEditor.English.pwlpk
REVIEW_UNREFERENCED_SMALL	82425	0.079	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Textures/Wave Normal Textures/Noise_WaterWave_Large_07_N.jpg
REVIEW_UNREFERENCED_SMALL	82317	0.079	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/SubGraphs/PW_Flora_SpecHighlight.shadersubgraph
REVIEW_UNREFERENCED_SMALL	82128	0.078	Assets/Naganeupseong/Resource/Meshes/Prop/Smithy/SM_Pincers01a.fbx
REVIEW_UNREFERENCED_SMALL	82045	0.078	Assets/Naganeupseong/Resource/Textures/Prop/T_Pumpkin_BC.png
REVIEW_UNREFERENCED_SMALL	81663	0.078	Assets/Naganeupseong/Resource/Textures/Prop/T_Wicker_Basket_AO.png
REVIEW_UNREFERENCED_SMALL	81082	0.077	Assets/Naganeupseong/Resource/Textures/Prop/T_Corn_01_R.png
REVIEW_UNREFERENCED_SMALL	80624	0.077	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Textures/moon.jpg
REVIEW_UNREFERENCED_SMALL	80569	0.077	Assets/Naganeupseong/Resource/Textures/Prop/T_Plate_R.png
REVIEW_UNREFERENCED_SMALL	80041	0.076	Assets/Naganeupseong/Resource/Textures/Prop/T_Fish_Jerky_R.png
REVIEW_UNREFERENCED_SMALL	79984	0.076	Assets/Naganeupseong/Resource/Meshes/Prop/Smithy/SM_Pincers01b.fbx
REVIEW_UNREFERENCED_SMALL	79784	0.076	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-Medium.ttf
REVIEW_UNREFERENCED_SMALL	79772	0.076	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-SemiBold.ttf
REVIEW_UNREFERENCED_SMALL	79752	0.076	Assets/Naganeupseong/Resource/Textures/Prop/T_Pincers01a_MT.png
REVIEW_UNREFERENCED_SMALL	79736	0.076	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-Light.ttf
REVIEW_UNREFERENCED_SMALL	79712	0.076	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-Regular.ttf
REVIEW_UNREFERENCED_SMALL	79548	0.076	Assets/Naganeupseong/Resource/Textures/Prop/T_Pumpkin_N.png
REVIEW_UNREFERENCED_SMALL	79408	0.076	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-ExtraLight.ttf
REVIEW_UNREFERENCED_SMALL	79400	0.076	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Photo Mode/Fonts/BaiJamjuree-Bold.ttf
REVIEW_UNREFERENCED_SMALL	79130	0.075	Assets/Naganeupseong/Resource/Textures/Prop/T_Sieve_02_BC.png
REVIEW_UNREFERENCED_SMALL	79106	0.075	Assets/Procedural Worlds/Packages - Install/Gaia/Localization/English/HDRPTimeOfDayEditor.English.pwlpk
REVIEW_UNREFERENCED_SMALL	78843	0.075	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Textures/Wave Normal Textures/Noise_WaterWave_Large_03_N.jpg
REVIEW_UNREFERENCED_SMALL	78803	0.075	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Extension System/Compatible/CountrySidePack.png
REVIEW_UNREFERENCED_SMALL	78207	0.075	Assets/Procedural Worlds/Packages - Install/Gaia/Localization/English/StamperEditor.English.pwlpk
REVIEW_UNREFERENCED_SMALL	75847	0.072	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Extension System/Compatible/DesktopTreesPackage1.png
REVIEW_UNREFERENCED_SMALL	74865	0.071	Assets/Naganeupseong/Resource/Textures/Prop/T_Korean_Cabbage_BC.png
REVIEW_UNREFERENCED_SMALL	74288	0.071	Assets/Naganeupseong/Resource/Meshes/Prop/Exterior/SM_Straw_Mat01b.fbx
REVIEW_UNREFERENCED_SMALL	73945	0.071	Assets/Naganeupseong/Prefabs/Build/House_With_Wooden_Floored_Room_02.prefab
REVIEW_UNREFERENCED_SMALL	73025	0.070	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Extension System/Compatible/DesktopGroundCoverPackage1.png
REVIEW_UNREFERENCED_SMALL	71902	0.069	Assets/Naganeupseong/Resource/Textures/Prop/T_Pantry_Chest_02_R.png
REVIEW_UNREFERENCED_SMALL	71362	0.068	Assets/TemplesKor/Textures/T_Sun_Won_Dori_B_N.png
REVIEW_UNREFERENCED_SMALL	70698	0.067	Assets/TemplesKor/Textures/T_Sun_Won_Dori_B_S.png
REVIEW_UNREFERENCED_SMALL	70688	0.067	Assets/Naganeupseong/Resource/Meshes/Prop/Exterior/SM_Rice_Chest.fbx
REVIEW_UNREFERENCED_SMALL	70343	0.067	Assets/Naganeupseong/Resource/Textures/Prop/T_Bamboo_Basket_R.png
REVIEW_UNREFERENCED_SMALL	70134	0.067	Assets/Naganeupseong/Resource/Textures/Prop/T_Clothes_Rack_R.png
REVIEW_UNREFERENCED_SMALL	70054	0.067	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Extension System/Compatible/PolyPixelCountrySide.jpg
REVIEW_UNREFERENCED_SMALL	69936	0.067	Assets/Naganeupseong/Resource/Meshes/Prop/Exterior/SM_Rice_Straw.fbx
REVIEW_UNREFERENCED_SMALL	68576	0.065	Assets/Naganeupseong/Resource/Textures/Prop/T_Bowl01a_R.png
REVIEW_UNREFERENCED_SMALL	68506	0.065	Assets/Naganeupseong/Resource/Textures/Pillar/T_Pillar01d_AO.png
REVIEW_UNREFERENCED_SMALL	68110	0.065	Assets/Naganeupseong/Resource/Textures/Prop/T_Broom01a_02_A.png
REVIEW_UNREFERENCED_SMALL	67770	0.065	Assets/Naganeupseong/Resource/Textures/Prop/T_Cooked_Rice_Bowl_N.png
